User Device Type,Duration(sec),Paket Loss Rate(Reliability),Packet Delay Budget( Latency(ms)),Bandwidth(GHz),Delay Rate(Mbps),Speed(Mbps),Jitter(ps),Modulation Type,Slice Type
IOTDevices,100,0.01,28,40,17500,975,3.70E+07,UFMC,URLLC
IOTDevices,60,0.01,10,40,1000,2289,1.00E+07,UFMC,URLLC
IOTDevices,240,0.01,10,45,17500,3000,3.70E+07,UFMC,URLLC
IOTDevices,240,1.00E-05,10,29,300,2112,7.70E+07,UFMC,URLLC
IOTDevices,100,0.0001,15,50,10500,1829,4.50E+07,UFMC,URLLC
IOTDevices,600,0.01,25,29,1700,1588,1.90E+07,UFMC,URLLC
IOTDevices,100,1.00E-05,28,40,10500,1351,3.30E+07,UFMC,URLLC
IOTDevices,180,1.00E-06,28,50,300,1871,4.30E+07,UFMC,URLLC
IOTDevices,60,0.01,28,29,900,700,6.50E+07,UFMC,URLLC
IOTDevices,600,1.00E-05,20,29,900,1262,7.50E+06,UFMC,URLLC
IOTDevices,240,0.01,25,30,900,806,6.50E+07,UFMC,URLLC
IOTDevices,240,0.01,50,40,900,2467,3.70E+07,UFMC,URLLC
IOTDevices,60,1.00E-06,10,50,10500,2637,1.00E+07,UFMC,URLLC
IOTDevices,300,0.01,15,50,1700,717,7.50E+06,UFMC,URLLC
IOTDevices,600,0.01,40,40,10500,492,4.50E+07,UFMC,URLLC
IOTDevices,100,0.0001,28,29,17500,2296,1.00E+07,UFMC,URLLC
IOTDevices,600,0.0001,20,38,1700,1864,7.70E+07,UFMC,URLLC
IOTDevices,100,0.01,28,40,1700,1469,1.00E+07,UFMC,URLLC
IOTDevices,600,0.01,50,40,10500,2742,4.50E+07,UFMC,URLLC
IOTDevices,100,0.01,28,50,10500,886,4.50E+07,UFMC,URLLC
IOTDevices,600,0.01,10,60,17500,1776,3.70E+07,UFMC,URLLC
IOTDevices,240,0.01,10,50,900,2000,3.70E+07,UFMC,URLLC
IOTDevices,60,0.0001,50,60,900,2384,7.70E+07,UFMC,URLLC
IOTDevices,180,0.01,50,38,1700,575,6.50E+07,UFMC,URLLC
IOTDevices,300,1.00E-06,20,45,10500,1109,3.30E+07,UFMC,URLLC
IOTDevices,120,0.01,28,50,900,758,1.80E+07,UFMC,URLLC
IOTDevices,600,0.01,25,40,900,2000,4.30E+07,UFMC,URLLC
IOTDevices,240,0.01,25,50,1700,1444,1.80E+07,UFMC,URLLC
IOTDevices,60,1.00E-06,10,50,300,2858,1.00E+07,UFMC,URLLC
IOTDevices,300,0.001,50,50,300,92,7.50E+07,UFMC,URLLC
IOTDevices,60,0.01,15,38,10500,1717,7.50E+07,UFMC,URLLC
IOTDevices,600,0.01,50,50,300,2166,2.00E+07,UFMC,URLLC
IOTDevices,300,0.0001,10,29,1000,2107,4.50E+07,UFMC,URLLC
IOTDevices,100,1.00E-06,20,29,1700,966,3.70E+07,UFMC,URLLC
IOTDevices,60,0.01,28,50,17500,2452,7.70E+07,UFMC,URLLC
IOTDevices,240,1.00E-05,10,29,1700,1125,7.70E+07,UFMC,URLLC
IOTDevices,240,0.01,40,30,1000,1938,3.70E+07,UFMC,URLLC
IOTDevices,60,0.0001,20,50,1000,102,2.00E+07,UFMC,URLLC
IOTDevices,300,0.01,25,50,1700,127,3.30E+07,UFMC,URLLC
IOTDevices,100,0.01,50,38,1700,893,2.00E+07,UFMC,URLLC
IOTDevices,60,0.01,50,40,10500,2178,1.90E+07,UFMC,URLLC
IOTDevices,240,0.01,28,40,10500,1899,3.70E+07,UFMC,URLLC
IOTDevices,180,1.00E-05,25,50,10000,2785,7.50E+07,UFMC,URLLC
IOTDevices,180,0.0001,50,40,900,2305,1.90E+07,UFMC,URLLC
IOTDevices,300,1.00E-05,40,40,1700,712,6.50E+07,UFMC,URLLC
IOTDevices,300,1.00E-05,40,30,900,595,1.80E+07,UFMC,URLLC
IOTDevices,300,0.01,50,38,300,1015,1.80E+07,UFMC,URLLC
IOTDevices,60,0.001,25,38,1700,2818,5.00E+07,UFMC,URLLC
IOTDevices,600,0.0001,20,45,10500,1081,4.50E+07,UFMC,URLLC
IOTDevices,300,0.01,25,40,900,2701,1.90E+07,UFMC,eMBB
IOTDevices,180,0.01,10,38,1700,1371,4.50E+07,UFMC,eMBB
IOTDevices,100,0.01,20,29,10500,2453,6.50E+07,UFMC,eMBB
IOTDevices,100,1.00E-05,50,40,1700,2278,2.00E+07,UFMC,eMBB
IOTDevices,60,0.01,50,50,17500,2749,1.80E+07,UFMC,eMBB
IOTDevices,240,1.00E-06,40,50,900,2458,4.50E+07,UFMC,eMBB
IOTDevices,180,0.01,50,38,10500,1538,6.50E+07,UFMC,eMBB
IOTDevices,300,0.01,10,60,17500,613,7.50E+07,UFMC,eMBB
IOTDevices,120,0.01,50,29,1000,489,7.50E+07,UFMC,eMBB
IOTDevices,300,1.00E-06,50,30,1700,973,1.00E+07,UFMC,eMBB
IOTDevices,240,0.01,40,50,1000,2277,6.50E+07,UFMC,eMBB
IOTDevices,100,1.00E-06,50,40,900,2744,4.50E+07,UFMC,eMBB
IOTDevices,60,1.00E-06,20,40,17500,1200,2.00E+07,UFMC,eMBB
IOTDevices,240,0.0001,15,40,1000,573,3.30E+07,UFMC,eMBB
IOTDevices,180,0.0001,10,40,300,2216,3.30E+07,UFMC,eMBB
IOTDevices,100,1.00E-05,40,29,1700,1704,4.30E+07,UFMC,eMBB
IOTDevices,60,0.01,28,50,10000,690,4.50E+07,UFMC,eMBB
IOTDevices,600,0.01,25,60,300,1278,4.50E+07,UFMC,eMBB
HealthCare,60,0.01,15,45,1000,519,4.50E+07,UFMC,eMBB
HealthCare,300,1.00E-06,28,38,1000,907,1.80E+07,UFMC,eMBB
HealthCare,240,0.0001,50,60,17500,974,6.50E+07,UFMC,eMBB
HealthCare,600,1.00E-05,50,29,1000,364,1.90E+07,UFMC,eMBB
HealthCare,600,0.01,20,38,1000,556,4.50E+07,UFMC,eMBB
HealthCare,120,0.01,50,50,10500,2755,4.30E+07,UFMC,eMBB
HealthCare,300,0.0001,40,29,10500,2397,6.50E+07,UFMC,eMBB
HealthCare,240,0.001,28,38,900,369,2.00E+07,UFMC,eMBB
HealthCare,300,1.00E-05,50,38,1000,2616,1.90E+07,UFMC,eMBB
HealthCare,120,0.01,25,40,10500,223,6.50E+07,UFMC,eMBB
HealthCare,100,0.01,25,38,300,1966,7.50E+07,UFMC,eMBB
HealthCare,100,1.00E-06,10,50,10000,2510,7.50E+06,UFMC,eMBB
HealthCare,180,0.01,10,50,300,2893,7.50E+06,UFMC,eMBB
HealthCare,60,1.00E-05,20,38,900,253,1.90E+07,UFMC,eMBB
HealthCare,180,0.01,50,40,300,2169,7.50E+06,UFMC,eMBB
HealthCare,120,1.00E-06,50,50,1700,479,4.50E+07,UFMC,eMBB
HealthCare,100,0.01,50,40,300,1482,1.80E+07,UFMC,eMBB
HealthCare,600,0.01,50,50,10000,1897,3.70E+07,UFMC,eMBB
HealthCare,240,1.00E-06,25,50,900,1653,7.70E+07,UFMC,eMBB
HealthCare,300,0.01,20,50,1700,167,1.00E+07,UFMC,URLLC
HealthCare,600,1.00E-06,15,60,10500,1099,7.50E+06,UFMC,URLLC
HealthCare,240,1.00E-06,28,38,300,1576,1.90E+07,UFMC,URLLC
HealthCare,60,0.0001,50,40,1000,1505,3.30E+07,UFMC,URLLC
HealthCare,600,1.00E-05,18,38,300,734,2.00E+07,UFMC,URLLC
HealthCare,60,1.00E-06,15,50,300,1940,4.30E+07,UFMC,URLLC
HealthCare,100,0.01,10,50,17500,152,7.50E+07,UFMC,URLLC
HealthCare,100,1.00E-05,25,40,1700,1228,1.00E+07,UFMC,URLLC
HealthCare,60,0.01,20,29,1000,2516,3.30E+07,UFMC,URLLC
HealthCare,120,0.01,50,50,900,2234,7.50E+07,UFMC,URLLC
HealthCare,60,0.01,15,29,17500,1170,4.50E+07,UFMC,URLLC
HealthCare,300,0.001,15,30,1700,1045,3.70E+07,UFMC,URLLC
HealthCare,100,1.00E-05,50,29,1700,2125,1.90E+07,UFMC,URLLC
HealthCare,600,0.01,50,38,900,2374,1.00E+07,UFMC,URLLC
HealthCare,100,1.00E-06,28,60,300,1289,3.30E+07,UFMC,URLLC
HealthCare,120,0.01,28,60,17500,1518,3.30E+07,UFMC,URLLC
HealthCare,600,0.01,20,29,1000,1548,6.50E+07,UFMC,URLLC
HealthCare,240,0.01,18,29,17500,529,1.80E+07,UFMC,URLLC
HealthCare,100,0.01,40,38,300,2523,2.00E+07,UFMC,URLLC
HealthCare,180,0.0001,28,40,900,1696,3.70E+07,UFMC,URLLC
HealthCare,60,1.00E-06,20,60,17500,1775,4.50E+07,UFMC,URLLC
HealthCare,120,1.00E-05,50,40,900,447,4.50E+07,UFMC,mMTC
HealthCare,600,0.01,40,40,10000,1034,4.50E+07,UFMC,mMTC
HealthCare,600,0.01,10,30,900,788,1.90E+07,UFMC,mMTC
HealthCare,60,0.01,25,45,300,941,1.00E+07,UFMC,mMTC
HealthCare,100,0.001,20,30,10000,2000,4.50E+07,UFMC,mMTC
HealthCare,240,1.00E-06,10,29,10500,1105,4.30E+07,UFMC,mMTC
HealthCare,120,0.01,25,50,1000,1323,1.80E+07,UFMC,mMTC
HealthCare,100,1.00E-06,40,38,1700,2179,4.50E+07,UFMC,mMTC
HealthCare,240,0.0001,20,38,10500,1541,7.70E+07,UFMC,mMTC
HealthCare,180,1.00E-05,10,30,1700,1524,4.50E+07,UFMC,mMTC
HealthCare,120,1.00E-06,40,29,300,314,4.50E+07,UFMC,mMTC
HealthCare,120,0.01,15,29,1700,75,6.50E+07,UFMC,mMTC
HealthCare,60,1.00E-06,40,50,300,242,2.00E+07,UFMC,mMTC
HealthCare,120,0.01,50,30,10500,785,2.00E+07,UFMC,mMTC
HealthCare,300,0.01,25,38,1000,1533,1.00E+07,UFMC,mMTC
HealthCare,300,1.00E-06,20,60,1000,394,3.70E+07,UFMC,mMTC
HealthCare,180,1.00E-05,28,38,1700,289,3.30E+07,UFMC,mMTC
HealthCare,300,0.01,50,50,300,1362,3.30E+07,UFMC,mMTC
HealthCare,240,0.01,25,60,1000,835,1.90E+07,UFMC,mMTC
HealthCare,60,0.01,15,40,1000,1392,3.30E+07,UFMC,mMTC
HealthCare,300,0.0001,10,50,300,1731,4.50E+07,UFMC,mMTC
HealthCare,180,1.00E-05,50,38,300,716,1.00E+07,UFMC,mMTC
HealthCare,600,0.01,25,45,300,1563,1.80E+07,UFMC,mMTC
HealthCare,180,1.00E-06,18,30,1000,857,3.30E+07,UFMC,mMTC
HealthCare,60,1.00E-05,28,29,300,2646,1.80E+07,UFMC,mMTC
HealthCare,300,1.00E-06,50,50,900,2913,1.00E+07,UFMC,mMTC
HealthCare,100,0.01,10,40,1000,207,4.50E+07,UFMC,mMTC
HealthCare,300,1.00E-05,10,50,17500,2000,4.30E+07,UFMC,mMTC
HealthCare,300,1.00E-05,10,50,1700,1766,4.50E+07,UFMC,mMTC
HealthCare,60,1.00E-06,50,30,10000,1430,4.50E+07,UFMC,mMTC
HealthCare,60,0.0001,28,60,10500,1398,4.50E+07,UFMC,mMTC
HealthCare,240,1.00E-06,10,40,1000,762,4.50E+07,UFMC,mMTC
HealthCare,240,1.00E-06,10,38,1000,1726,4.50E+07,UFMC,mMTC
HealthCare,600,1.00E-06,20,30,10500,476,7.70E+07,UFMC,mMTC
HealthCare,60,0.01,50,38,1700,320,6.50E+07,UFMC,mMTC
HealthCare,120,0.01,10,38,900,2747,1.90E+07,UFMC,mMTC
HealthCare,240,0.001,20,45,1700,1064,7.50E+06,UFMC,mMTC
HealthCare,100,1.00E-05,40,29,10500,370,7.50E+06,UFMC,mMTC
HealthCare,240,1.00E-06,20,30,300,1880,1.90E+07,UFMC,mMTC
HealthCare,100,0.01,40,38,17500,2229,1.90E+07,UFMC,mMTC
HealthCare,100,0.01,20,50,300,693,3.70E+07,UFMC,mMTC
HealthCare,60,1.00E-05,50,38,900,1235,7.50E+07,UFMC,mMTC
HealthCare,180,1.00E-06,25,40,900,487,1.90E+07,UFMC,mMTC
HealthCare,300,0.01,40,40,10500,1797,7.70E+07,UFMC,mMTC
HealthCare,60,1.00E-05,20,60,10500,1734,4.50E+07,UFMC,mMTC
HealthCare,100,1.00E-06,25,38,10000,249,3.30E+07,UFMC,mMTC
HealthCare,300,0.01,40,29,900,2657,3.70E+07,UFMC,mMTC
HealthCare,240,1.00E-05,20,29,17500,814,1.90E+07,UFMC,mMTC
HealthCare,60,1.00E-06,28,38,10500,799,7.50E+07,UFMC,mMTC
HealthCare,600,0.01,28,50,900,510,1.90E+07,UFMC,mMTC
HealthCare,180,1.00E-06,20,40,17500,804,4.50E+07,UFMC,mMTC
HealthCare,60,1.00E-05,40,50,1700,2739,3.70E+07,UFMC,mMTC
HealthCare,180,0.01,20,30,900,1867,4.50E+07,UFMC,mMTC
HealthCare,120,0.001,25,29,300,251,7.50E+07,UFMC,mMTC
HealthCare,240,1.00E-06,50,29,10000,1385,6.50E+07,UFMC,mMTC
HealthCare,180,0.01,50,50,900,441,7.70E+07,UFMC,mMTC
HealthCare,120,1.00E-05,25,38,300,2847,1.90E+07,UFMC,mMTC
HealthCare,600,1.00E-05,20,29,900,2539,1.90E+07,UFMC,mMTC
HealthCare,120,1.00E-05,10,29,1700,1172,1.00E+07,UFMC,mMTC
HealthCare,100,1.00E-06,50,60,17500,1189,4.50E+07,UFMC,mMTC
HealthCare,300,1.00E-05,25,60,17500,2632,6.50E+07,UFMC,mMTC
HealthCare,300,0.01,50,38,300,2569,4.50E+07,UFMC,mMTC
HealthCare,300,0.001,10,60,900,960,4.50E+07,UFMC,mMTC
HealthCare,100,1.00E-05,20,29,1700,678,4.50E+07,UFMC,mMTC
HealthCare,600,0.01,40,38,900,2607,7.50E+06,UFMC,mMTC
HealthCare,100,1.00E-06,10,29,1000,2323,2.00E+07,UFMC,mMTC
HealthCare,60,0.01,40,38,1000,653,1.90E+07,UFMC,mMTC
HealthCare,120,0.01,10,40,10000,1179,1.80E+07,UFMC,mMTC
HealthCare,240,0.01,25,38,900,1181,1.90E+07,UFMC,mMTC
HealthCare,120,1.00E-06,25,30,10500,1458,7.50E+07,UFMC,mMTC
HealthCare,180,0.01,20,45,10500,311,7.50E+06,UFMC,mMTC
HealthCare,300,0.01,50,30,10500,1419,3.30E+07,UFMC,mMTC
HealthCare,60,1.00E-06,28,50,10500,1427,5.00E+07,UFMC,mMTC
HealthCare,180,0.0001,20,50,1700,958,4.50E+07,UFMC,mMTC
HealthCare,180,1.00E-06,25,40,300,651,7.70E+07,UFMC,mMTC
HealthCare,180,1.00E-05,50,38,1000,2450,7.70E+07,UFMC,mMTC
HealthCare,120,1.00E-06,15,40,1700,1439,1.00E+07,UFMC,mMTC
HealthCare,300,1.00E-06,28,50,10500,559,2.00E+07,UFMC,mMTC
HealthCare,240,1.00E-05,25,40,1700,2693,7.70E+07,UFMC,mMTC
HealthCare,100,1.00E-06,40,60,10500,1152,4.50E+07,UFMC,mMTC
HealthCare,60,1.00E-05,25,50,10000,967,4.50E+07,UFMC,mMTC
HealthCare,60,0.01,10,50,17500,614,2.00E+07,UFMC,mMTC
HealthCare,180,0.01,50,30,900,1602,3.70E+07,UFMC,mMTC
HealthCare,240,0.01,25,29,17500,99,1.80E+07,UFMC,mMTC
HealthCare,100,1.00E-05,20,60,1700,347,1.90E+07,UFMC,mMTC
HealthCare,60,0.01,15,40,17500,155,1.00E+07,UFMC,mMTC
HealthCare,120,1.00E-05,18,40,900,2175,3.70E+07,UFMC,mMTC
HealthCare,240,0.001,25,38,10500,868,2.00E+07,UFMC,mMTC
HealthCare,120,0.001,18,38,10500,1868,7.70E+07,UFMC,mMTC
HealthCare,100,1.00E-06,25,50,1000,2997,3.30E+07,UFMC,mMTC
HealthCare,600,0.01,40,29,1000,2914,7.70E+07,UFMC,mMTC
HealthCare,60,0.01,40,29,10500,725,4.50E+07,UFMC,mMTC
HealthCare,240,0.001,18,45,17500,293,1.90E+07,UFMC,mMTC
HealthCare,600,0.01,25,40,300,2786,2.00E+07,UFMC,mMTC
HealthCare,100,1.00E-06,40,50,300,1363,3.70E+07,UFMC,mMTC
HealthCare,240,1.00E-05,25,45,10500,793,1.90E+07,UFMC,mMTC
HealthCare,300,0.01,40,30,10000,374,1.00E+07,UFMC,mMTC
HealthCare,60,0.0001,20,45,10500,2267,7.50E+06,UFMC,mMTC
HealthCare,60,0.01,40,45,300,2578,1.00E+07,UFMC,mMTC
HealthCare,600,1.00E-06,15,50,900,2848,2.00E+07,UFMC,mMTC
HealthCare,100,0.01,50,50,1700,65,4.50E+07,UFMC,mMTC
HealthCare,180,1.00E-06,50,40,10000,385,2.00E+07,UFMC,mMTC
HealthCare,600,1.00E-06,40,50,300,1909,4.30E+07,UFMC,mMTC
HealthCare,600,0.01,50,30,1700,2439,4.30E+07,UFMC,mMTC
HealthCare,300,0.01,40,29,10000,2660,1.00E+07,UFMC,mMTC
HealthCare,100,1.00E-06,20,38,10500,588,7.70E+07,UFMC,mMTC
HealthCare,100,1.00E-06,20,50,1000,1720,1.00E+07,UFMC,mMTC
HealthCare,300,0.01,50,29,900,1437,7.70E+07,UFMC,mMTC
HealthCare,180,1.00E-06,15,29,300,2412,1.90E+07,UFMC,mMTC
HealthCare,240,0.01,25,29,1700,2590,4.50E+07,UFMC,mMTC
HealthCare,60,0.001,25,40,300,79,1.00E+07,UFMC,mMTC
HealthCare,300,0.01,50,45,1000,1733,7.50E+07,UFMC,mMTC
HealthCare,60,1.00E-06,50,40,17500,1799,1.80E+07,UFMC,mMTC
HealthCare,300,0.01,50,50,900,1646,1.00E+07,UFMC,mMTC
HealthCare,300,0.01,40,29,10500,1777,1.90E+07,UFMC,mMTC
HealthCare,60,0.01,28,38,1700,280,4.50E+07,UFMC,mMTC
HealthCare,60,0.01,15,29,1700,624,4.50E+07,UFMC,mMTC
HealthCare,100,0.01,15,50,1700,1093,3.70E+07,UFMC,mMTC
HealthCare,300,1.00E-06,28,29,1700,229,7.50E+06,UFMC,mMTC
HealthCare,120,1.00E-06,28,60,900,2859,7.50E+06,UFMC,mMTC
HealthCare,120,1.00E-06,28,50,1000,911,6.50E+07,UFMC,mMTC
HealthCare,60,0.01,28,60,300,2074,6.50E+07,UFMC,mMTC
HealthCare,60,1.00E-05,28,50,1700,216,1.90E+07,UFMC,mMTC
HealthCare,120,0.01,10,38,300,1977,4.50E+07,UFMC,mMTC
HealthCare,120,0.01,15,60,1700,2548,1.00E+07,UFMC,mMTC
HealthCare,240,1.00E-06,20,38,900,2667,3.70E+07,UFMC,mMTC
HealthCare,300,1.00E-05,20,50,10500,2212,2.00E+07,UFMC,mMTC
HealthCare,300,0.01,28,60,1700,1828,3.70E+07,UFMC,mMTC
HealthCare,60,1.00E-05,10,38,300,541,2.00E+07,UFMC,mMTC
HealthCare,100,1.00E-05,20,38,300,592,1.90E+07,UFMC,mMTC
HealthCare,240,1.00E-05,20,50,900,1431,7.50E+07,UFMC,mMTC
HealthCare,100,0.01,40,50,17500,2513,4.50E+07,UFMC,mMTC
HealthCare,180,0.01,40,38,300,2235,3.30E+07,UFMC,mMTC
HealthCare,100,1.00E-06,40,50,17500,1969,1.90E+07,UFMC,mMTC
HealthCare,100,0.001,20,50,10500,2990,1.80E+07,UFMC,mMTC
HealthCare,600,0.01,10,38,1000,2371,1.00E+07,UFMC,mMTC
HealthCare,180,1.00E-06,28,50,10500,925,2.00E+07,UFMC,mMTC
HealthCare,240,0.01,50,40,900,1384,3.70E+07,UFMC,mMTC
HealthCare,300,0.01,40,40,1700,1697,7.70E+07,UFMC,mMTC
HealthCare,100,1.00E-06,28,40,10500,732,4.50E+07,UFMC,mMTC
HealthCare,600,1.00E-05,20,29,900,325,1.90E+07,UFMC,mMTC
HealthCare,60,0.0001,20,40,17500,300,2.00E+07,UFMC,mMTC
HealthCare,60,0.01,28,50,300,1291,1.00E+07,UFMC,mMTC
HealthCare,60,0.0001,25,38,1000,1254,1.90E+07,UFMC,mMTC
HealthCare,300,1.00E-06,20,38,1000,1510,1.80E+07,UFMC,mMTC
HealthCare,300,0.0001,40,38,300,1229,4.50E+07,UFMC,mMTC
HealthCare,120,0.01,25,60,1000,760,7.50E+07,UFMC,mMTC
HealthCare,600,1.00E-06,28,50,1000,2459,2.00E+07,UFMC,mMTC
HealthCare,60,0.01,15,40,10500,2269,7.70E+07,UFMC,mMTC
HealthCare,240,0.0001,50,40,10500,2334,7.50E+07,UFMC,mMTC
HealthCare,180,1.00E-06,15,50,1000,1932,4.50E+07,UFMC,mMTC
HealthCare,300,1.00E-06,25,45,1000,1162,3.30E+07,UFMC,mMTC
HealthCare,600,0.01,50,38,1000,281,1.00E+07,UFMC,mMTC
HealthCare,240,1.00E-05,20,60,1000,1142,1.90E+07,UFMC,mMTC
HealthCare,240,0.01,20,50,1000,2000,1.00E+07,UFMC,mMTC
HealthCare,100,0.01,28,50,10500,2393,7.50E+06,UFMC,mMTC
HealthCare,300,0.01,50,29,10500,247,3.30E+07,UFMC,mMTC
HealthCare,100,0.01,10,40,17500,705,7.50E+07,UFMC,mMTC
HealthCare,100,0.01,20,45,10500,215,4.30E+07,UFMC,mMTC
HealthCare,60,0.01,25,50,10500,2376,7.50E+07,UFMC,mMTC
HealthCare,600,0.01,20,50,1000,1647,4.50E+07,UFMC,mMTC
HealthCare,240,0.01,40,29,1700,2903,1.90E+07,UFMC,mMTC
HealthCare,120,1.00E-06,25,50,1700,2850,4.30E+07,UFMC,mMTC
HealthCare,300,0.01,40,50,10000,310,7.70E+07,UFMC,mMTC
HealthCare,100,0.01,50,29,10500,692,4.50E+07,UFMC,mMTC
HealthCare,100,1.00E-06,40,38,300,558,4.50E+07,UFMC,mMTC
HealthCare,240,1.00E-05,20,50,900,2408,1.00E+07,UFMC,mMTC
HealthCare,300,0.001,40,50,1700,2454,4.30E+07,UFMC,mMTC
HealthCare,100,1.00E-05,20,40,10000,2560,1.90E+07,UFMC,mMTC
HealthCare,300,0.01,28,40,1700,2881,3.30E+07,UFMC,mMTC
HealthCare,60,1.00E-06,20,50,900,169,1.80E+07,UFMC,mMTC
HealthCare,600,0.01,28,50,10500,1679,1.90E+07,UFMC,mMTC
HealthCare,600,0.01,50,40,1000,1372,7.50E+07,UFMC,mMTC
HealthCare,300,0.001,40,40,300,2436,2.00E+07,UFMC,mMTC
HealthCare,60,1.00E-06,20,50,1000,2480,3.30E+07,UFMC,mMTC
HealthCare,60,0.01,20,60,17500,422,4.50E+07,UFMC,mMTC
HealthCare,600,1.00E-06,15,60,300,1403,2.00E+07,UFMC,mMTC
HealthCare,100,1.00E-06,50,60,900,753,4.30E+07,UFMC,mMTC
HealthCare,240,0.001,18,40,10000,472,3.70E+07,UFMC,mMTC
HealthCare,240,0.01,20,50,1700,221,4.50E+07,UFMC,mMTC
HealthCare,100,1.00E-06,50,38,1000,1769,6.50E+07,UFMC,mMTC
HealthCare,100,0.01,25,40,1000,2455,7.70E+07,UFMC,mMTC
HealthCare,100,1.00E-05,25,38,17500,2126,4.50E+07,UFMC,mMTC
HealthCare,60,1.00E-06,40,29,17500,2777,2.00E+07,UFMC,mMTC
HealthCare,100,0.01,50,45,1000,1708,3.30E+07,UFMC,mMTC
HealthCare,300,1.00E-06,25,50,10500,244,7.50E+07,UFMC,mMTC
HealthCare,60,0.01,25,29,1000,1892,7.70E+07,UFMC,mMTC
HealthCare,600,1.00E-05,50,50,17500,2933,1.90E+07,UFMC,mMTC
HealthCare,100,0.001,50,29,300,2668,7.50E+07,UFMC,mMTC
HealthCare,100,0.01,40,29,10500,158,4.50E+07,UFMC,mMTC
HealthCare,60,1.00E-05,15,40,1700,1716,2.00E+07,UFMC,mMTC
HealthCare,180,1.00E-05,10,50,300,949,7.50E+07,UFMC,mMTC
HealthCare,240,0.01,20,45,10000,2447,7.70E+07,UFMC,mMTC
HealthCare,600,0.01,28,45,1000,1695,5.00E+07,UFMC,mMTC
HealthCare,60,1.00E-06,40,45,1700,93,6.50E+07,UFMC,mMTC
HealthCare,600,1.00E-06,20,50,10500,2322,1.90E+07,UFMC,mMTC
HealthCare,60,0.01,28,29,1000,2976,4.50E+07,UFMC,mMTC
HealthCare,300,0.01,20,40,10000,70,4.50E+07,UFMC,mMTC
HealthCare,300,0.01,50,50,17500,2259,1.90E+07,UFMC,mMTC
HealthCare,120,0.01,25,38,1000,2000,1.90E+07,UFMC,mMTC
HealthCare,100,0.01,50,50,10000,2672,1.80E+07,UFMC,mMTC
HealthCare,300,1.00E-06,50,38,1000,572,2.00E+07,UFMC,mMTC
HealthCare,600,1.00E-06,18,30,900,2051,3.30E+07,UFMC,mMTC
HealthCare,60,1.00E-06,15,50,1700,1117,7.70E+07,UFMC,mMTC
HealthCare,600,0.01,40,29,10500,1631,7.50E+07,UFMC,mMTC
HealthCare,600,1.00E-05,50,50,10500,66,6.50E+07,UFMC,mMTC
HealthCare,60,0.01,10,50,1000,411,3.30E+07,UFMC,mMTC
HealthCare,240,0.01,15,40,1000,1770,5.00E+07,UFMC,mMTC
HealthCare,60,1.00E-06,20,45,10000,530,7.70E+07,UFMC,mMTC
HealthCare,180,0.01,25,50,1000,1425,4.30E+07,UFMC,mMTC
HealthCare,120,1.00E-06,50,30,17500,1126,1.90E+07,UFMC,mMTC
HealthCare,600,0.0001,10,38,10500,499,4.30E+07,UFMC,mMTC
HealthCare,180,1.00E-05,50,38,1000,749,1.00E+07,UFMC,mMTC
HealthCare,600,0.0001,25,38,900,100,7.70E+07,UFMC,mMTC
HealthCare,60,0.01,20,30,900,1017,7.50E+06,UFMC,mMTC
HealthCare,300,1.00E-05,18,45,10000,687,4.50E+07,UFMC,mMTC
HealthCare,60,0.01,20,50,900,2448,2.00E+07,UFMC,URLLC
HealthCare,100,1.00E-06,25,50,10500,1754,4.50E+07,UFMC,URLLC
HealthCare,240,0.01,50,50,1700,2426,1.90E+07,UFMC,URLLC
HealthCare,100,0.01,10,38,10000,2528,1.00E+07,UFMC,URLLC
HealthCare,240,0.01,40,45,10500,2633,1.80E+07,UFMC,URLLC
HealthCare,240,0.01,20,60,900,2336,3.30E+07,UFMC,URLLC
HealthCare,180,0.01,50,38,10500,817,2.00E+07,UFMC,URLLC
HealthCare,240,0.01,50,40,10500,2086,3.30E+07,UFMC,URLLC
HealthCare,240,1.00E-05,50,45,10000,2368,1.90E+07,UFMC,URLLC
HealthCare,600,1.00E-06,50,29,10500,379,7.50E+07,UFMC,URLLC
HealthCare,300,1.00E-05,50,29,900,1866,1.00E+07,UFMC,URLLC
HealthCare,100,0.001,20,45,300,2898,7.70E+07,UFMC,URLLC
HealthCare,60,0.01,15,50,900,1424,2.00E+07,UFMC,URLLC
HealthCare,300,0.001,10,40,1000,458,1.90E+07,UFMC,URLLC
HealthCare,300,0.01,20,40,300,819,4.50E+07,UFMC,URLLC
HealthCare,100,0.001,20,40,1700,657,4.50E+07,UFMC,URLLC
HealthCare,180,0.01,50,29,1000,1118,1.90E+07,UFMC,URLLC
HealthCare,100,0.0001,40,50,10500,2644,4.50E+07,UFMC,URLLC
HealthCare,180,1.00E-06,50,30,1000,296,4.50E+07,UFMC,URLLC
HealthCare,100,1.00E-05,15,40,300,1604,7.50E+07,UFMC,URLLC
HealthCare,300,0.01,28,29,300,838,4.50E+07,UFMC,URLLC
HealthCare,300,1.00E-05,40,30,1700,1552,4.50E+07,UFMC,URLLC
HealthCare,600,0.001,10,38,900,326,7.50E+07,UFMC,URLLC
HealthCare,180,1.00E-05,40,38,300,2214,4.30E+07,UFMC,URLLC
HealthCare,100,0.01,25,60,900,90,1.90E+07,UFMC,URLLC
HealthCare,300,0.01,15,29,1000,2922,6.50E+07,UFMC,URLLC
